"","TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value","isoref"
"2",2008,"Belgium","Total","Total","From 15 to 64 years","Active persons","Thousand",4746600,"be"
"8",2008,"Belgium","Males","Total","From 15 to 64 years","Active persons","Thousand",2608600,"be"
"14",2008,"Belgium","Females","Total","From 15 to 64 years","Active persons","Thousand",2138100,"be"
"20",2008,"Bulgaria","Total","Total","From 15 to 64 years","Active persons","Thousand",3504700,"bg"
"26",2008,"Bulgaria","Males","Total","From 15 to 64 years","Active persons","Thousand",1858800,"bg"
"32",2008,"Bulgaria","Females","Total","From 15 to 64 years","Active persons","Thousand",1645900,"bg"
"38",2008,"Czechia","Total","Total","From 15 to 64 years","Active persons","Thousand",5162800,"cz"
"44",2008,"Czechia","Males","Total","From 15 to 64 years","Active persons","Thousand",2922100,"cz"
"50",2008,"Czechia","Females","Total","From 15 to 64 years","Active persons","Thousand",2240700,"cz"
"56",2008,"Denmark","Total","Total","From 15 to 64 years","Active persons","Thousand",2907800,"dk"
"62",2008,"Denmark","Males","Total","From 15 to 64 years","Active persons","Thousand",1533400,"dk"
"68",2008,"Denmark","Females","Total","From 15 to 64 years","Active persons","Thousand",1374400,"dk"
"74",2008,"Estonia","Total","Total","From 15 to 64 years","Active persons","Thousand",669600,"ee"
"80",2008,"Estonia","Males","Total","From 15 to 64 years","Active persons","Thousand",343700,"ee"
"86",2008,"Estonia","Females","Total","From 15 to 64 years","Active persons","Thousand",325900,"ee"
"92",2008,"Ireland","Total","Total","From 15 to 64 years","Active persons","Thousand",2311900,"ie"
"98",2008,"Ireland","Males","Total","From 15 to 64 years","Active persons","Thousand",1298300,"ie"
"104",2008,"Ireland","Females","Total","From 15 to 64 years","Active persons","Thousand",1013700,"ie"
"110",2008,"Greece","Total","Total","From 15 to 64 years","Active persons","Thousand",4910000,"gr"
"116",2008,"Greece","Males","Total","From 15 to 64 years","Active persons","Thousand",2871800,"gr"
"122",2008,"Greece","Females","Total","From 15 to 64 years","Active persons","Thousand",2038200,"gr"
"128",2008,"Spain","Total","Total","From 15 to 64 years","Active persons","Thousand",22908500,"es"
"134",2008,"Spain","Males","Total","From 15 to 64 years","Active persons","Thousand",13026400,"es"
"140",2008,"Spain","Females","Total","From 15 to 64 years","Active persons","Thousand",9882100,"es"
"146",2008,"France","Total","Total","From 15 to 64 years","Active persons","Thousand",27759400,"fr"
"152",2008,"France","Males","Total","From 15 to 64 years","Active persons","Thousand",14596000,"fr"
"158",2008,"France","Females","Total","From 15 to 64 years","Active persons","Thousand",13163300,"fr"
"164",2008,"Croatia","Total","Total","From 15 to 64 years","Active persons","Thousand",1890000,"hr"
"170",2008,"Croatia","Males","Total","From 15 to 64 years","Active persons","Thousand",1041000,"hr"
"176",2008,"Croatia","Females","Total","From 15 to 64 years","Active persons","Thousand",849000,"hr"
"182",2008,"Italy","Total","Total","From 15 to 64 years","Active persons","Thousand",24356500,"it"
"188",2008,"Italy","Males","Total","From 15 to 64 years","Active persons","Thousand",14313000,"it"
"194",2008,"Italy","Females","Total","From 15 to 64 years","Active persons","Thousand",10043500,"it"
"200",2008,"Cyprus","Total","Total","From 15 to 64 years","Active persons","Thousand",385700,"cy"
"206",2008,"Cyprus","Males","Total","From 15 to 64 years","Active persons","Thousand",209800,"cy"
"212",2008,"Cyprus","Females","Total","From 15 to 64 years","Active persons","Thousand",175900,"cy"
"218",2008,"Latvia","Total","Total","From 15 to 64 years","Active persons","Thousand",1096900,"lv"
"224",2008,"Latvia","Males","Total","From 15 to 64 years","Active persons","Thousand",556200,"lv"
"230",2008,"Latvia","Females","Total","From 15 to 64 years","Active persons","Thousand",540700,"lv"
"236",2008,"Lithuania","Total","Total","From 15 to 64 years","Active persons","Thousand",1484300,"lt"
"242",2008,"Lithuania","Males","Total","From 15 to 64 years","Active persons","Thousand",748400,"lt"
"248",2008,"Lithuania","Females","Total","From 15 to 64 years","Active persons","Thousand",735800,"lt"
"254",2008,"Luxembourg","Total","Total","From 15 to 64 years","Active persons","Thousand",212600,"lu"
"260",2008,"Luxembourg","Males","Total","From 15 to 64 years","Active persons","Thousand",120400,"lu"
"266",2008,"Luxembourg","Females","Total","From 15 to 64 years","Active persons","Thousand",92100,"lu"
"272",2008,"Hungary","Total","Total","From 15 to 64 years","Active persons","Thousand",4144000,"hu"
"278",2008,"Hungary","Males","Total","From 15 to 64 years","Active persons","Thousand",2249400,"hu"
"284",2008,"Hungary","Females","Total","From 15 to 64 years","Active persons","Thousand",1894500,"hu"
"290",2008,"Malta","Total","Total","From 15 to 64 years","Active persons","Thousand",167800,"mt"
"296",2008,"Malta","Males","Total","From 15 to 64 years","Active persons","Thousand",111200,"mt"
"302",2008,"Malta","Females","Total","From 15 to 64 years","Active persons","Thousand",56600,"mt"
"308",2008,"Netherlands","Total","Total","From 15 to 64 years","Active persons","Thousand",8704200,"nl"
"314",2008,"Netherlands","Males","Total","From 15 to 64 years","Active persons","Thousand",4704800,"nl"
"320",2008,"Netherlands","Females","Total","From 15 to 64 years","Active persons","Thousand",3999400,"nl"
"326",2008,"Austria","Total","Total","From 15 to 64 years","Active persons","Thousand",4100500,"at"
"332",2008,"Austria","Males","Total","From 15 to 64 years","Active persons","Thousand",2209300,"at"
"338",2008,"Austria","Females","Total","From 15 to 64 years","Active persons","Thousand",1891200,"at"
"344",2008,"Poland","Total","Total","From 15 to 64 years","Active persons","Thousand",16764600,"pl"
"350",2008,"Poland","Males","Total","From 15 to 64 years","Active persons","Thousand",9169800,"pl"
"356",2008,"Poland","Females","Total","From 15 to 64 years","Active persons","Thousand",7594800,"pl"
"362",2008,"Portugal","Total","Total","From 15 to 64 years","Active persons","Thousand",5203200,"pt"
"368",2008,"Portugal","Males","Total","From 15 to 64 years","Active persons","Thousand",2730600,"pt"
"374",2008,"Portugal","Females","Total","From 15 to 64 years","Active persons","Thousand",2472600,"pt"
"380",2008,"Romania","Total","Total","From 15 to 64 years","Active persons","Thousand",9457400,"ro"
"386",2008,"Romania","Males","Total","From 15 to 64 years","Active persons","Thousand",5293600,"ro"
"392",2008,"Romania","Females","Total","From 15 to 64 years","Active persons","Thousand",4163800,"ro"
"398",2008,"Slovenia","Total","Total","From 15 to 64 years","Active persons","Thousand",1020700,"si"
"404",2008,"Slovenia","Males","Total","From 15 to 64 years","Active persons","Thousand",554400,"si"
"410",2008,"Slovenia","Females","Total","From 15 to 64 years","Active persons","Thousand",466300,"si"
"416",2008,"Slovakia","Total","Total","From 15 to 64 years","Active persons","Thousand",2679000,"sk"
"422",2008,"Slovakia","Males","Total","From 15 to 64 years","Active persons","Thousand",1481400,"sk"
"428",2008,"Slovakia","Females","Total","From 15 to 64 years","Active persons","Thousand",1197500,"sk"
"434",2008,"Finland","Total","Total","From 15 to 64 years","Active persons","Thousand",2669000,"fi"
"440",2008,"Finland","Males","Total","From 15 to 64 years","Active persons","Thousand",1376100,"fi"
"446",2008,"Finland","Females","Total","From 15 to 64 years","Active persons","Thousand",1292800,"fi"
"452",2008,"Sweden","Total","Total","From 15 to 64 years","Active persons","Thousand",4797100,"se"
"458",2008,"Sweden","Males","Total","From 15 to 64 years","Active persons","Thousand",2508300,"se"
"464",2008,"Sweden","Females","Total","From 15 to 64 years","Active persons","Thousand",2288800,"se"
"470",2008,"Iceland","Total","Total","From 15 to 64 years","Active persons","Thousand",175900,"is"
"476",2008,"Iceland","Males","Total","From 15 to 64 years","Active persons","Thousand",95800,"is"
"482",2008,"Iceland","Females","Total","From 15 to 64 years","Active persons","Thousand",80000,"is"
"488",2008,"Norway","Total","Total","From 15 to 64 years","Active persons","Thousand",2522900,"no"
"494",2008,"Norway","Males","Total","From 15 to 64 years","Active persons","Thousand",1327100,"no"
"500",2008,"Norway","Females","Total","From 15 to 64 years","Active persons","Thousand",1195900,"no"
"506",2008,"Switzerland","Total","Total","From 15 to 64 years","Active persons","Thousand",4257000,"ch"
"512",2008,"Switzerland","Males","Total","From 15 to 64 years","Active persons","Thousand",2284800,"ch"
"518",2008,"Switzerland","Females","Total","From 15 to 64 years","Active persons","Thousand",1972200,"ch"
"524",2008,"Montenegro","Total","Total","From 15 to 64 years","Active persons","Thousand",0,"me"
"530",2008,"Montenegro","Males","Total","From 15 to 64 years","Active persons","Thousand",0,"me"
"536",2008,"Montenegro","Females","Total","From 15 to 64 years","Active persons","Thousand",0,"me"
"542",2008,"Serbia","Total","Total","From 15 to 64 years","Active persons","Thousand",0,"rs"
"548",2008,"Serbia","Males","Total","From 15 to 64 years","Active persons","Thousand",0,"rs"
"554",2008,"Serbia","Females","Total","From 15 to 64 years","Active persons","Thousand",0,"rs"
"560",2008,"Turkey","Total","Total","From 15 to 64 years","Active persons","Thousand",22908000,"tr"
"566",2008,"Turkey","Males","Total","From 15 to 64 years","Active persons","Thousand",16846500,"tr"
"572",2008,"Turkey","Females","Total","From 15 to 64 years","Active persons","Thousand",6061500,"tr"
"578",2009,"Belgium","Total","Total","From 15 to 64 years","Active persons","Thousand",4768700,"be"
"584",2009,"Belgium","Males","Total","From 15 to 64 years","Active persons","Thousand",2609300,"be"
"590",2009,"Belgium","Females","Total","From 15 to 64 years","Active persons","Thousand",2159400,"be"
"596",2009,"Bulgaria","Total","Total","From 15 to 64 years","Active persons","Thousand",3441500,"bg"
"602",2009,"Bulgaria","Males","Total","From 15 to 64 years","Active persons","Thousand",1828000,"bg"
"608",2009,"Bulgaria","Females","Total","From 15 to 64 years","Active persons","Thousand",1613500,"bg"
"614",2009,"Czechia","Total","Total","From 15 to 64 years","Active persons","Thousand",5209000,"cz"
"620",2009,"Czechia","Males","Total","From 15 to 64 years","Active persons","Thousand",2951800,"cz"
"626",2009,"Czechia","Females","Total","From 15 to 64 years","Active persons","Thousand",2257100,"cz"
"632",2009,"Denmark","Total","Total","From 15 to 64 years","Active persons","Thousand",2901200,"dk"
"638",2009,"Denmark","Males","Total","From 15 to 64 years","Active persons","Thousand",1524300,"dk"
"644",2009,"Denmark","Females","Total","From 15 to 64 years","Active persons","Thousand",1376900,"dk"
"650",2009,"Estonia","Total","Total","From 15 to 64 years","Active persons","Thousand",665700,"ee"
"656",2009,"Estonia","Males","Total","From 15 to 64 years","Active persons","Thousand",339900,"ee"
"662",2009,"Estonia","Females","Total","From 15 to 64 years","Active persons","Thousand",325800,"ee"
"668",2009,"Ireland","Total","Total","From 15 to 64 years","Active persons","Thousand",2260300,"ie"
"674",2009,"Ireland","Males","Total","From 15 to 64 years","Active persons","Thousand",1250900,"ie"
"680",2009,"Ireland","Females","Total","From 15 to 64 years","Active persons","Thousand",1009400,"ie"
"686",2009,"Greece","Total","Total","From 15 to 64 years","Active persons","Thousand",4953200,"gr"
"692",2009,"Greece","Males","Total","From 15 to 64 years","Active persons","Thousand",2863700,"gr"
"698",2009,"Greece","Females","Total","From 15 to 64 years","Active persons","Thousand",2089500,"gr"
"704",2009,"Spain","Total","Total","From 15 to 64 years","Active persons","Thousand",23106700,"es"
"710",2009,"Spain","Males","Total","From 15 to 64 years","Active persons","Thousand",12940100,"es"
"716",2009,"Spain","Females","Total","From 15 to 64 years","Active persons","Thousand",10166600,"es"
"722",2009,"France","Total","Total","From 15 to 64 years","Active persons","Thousand",27997900,"fr"
"728",2009,"France","Males","Total","From 15 to 64 years","Active persons","Thousand",14683900,"fr"
"734",2009,"France","Females","Total","From 15 to 64 years","Active persons","Thousand",13314000,"fr"
"740",2009,"Croatia","Total","Total","From 15 to 64 years","Active persons","Thousand",1886100,"hr"
"746",2009,"Croatia","Males","Total","From 15 to 64 years","Active persons","Thousand",1019000,"hr"
"752",2009,"Croatia","Females","Total","From 15 to 64 years","Active persons","Thousand",867100,"hr"
"758",2009,"Italy","Total","Total","From 15 to 64 years","Active persons","Thousand",24226800,"it"
"764",2009,"Italy","Males","Total","From 15 to 64 years","Active persons","Thousand",14226500,"it"
"770",2009,"Italy","Females","Total","From 15 to 64 years","Active persons","Thousand",10000400,"it"
"776",2009,"Cyprus","Total","Total","From 15 to 64 years","Active persons","Thousand",392600,"cy"
"782",2009,"Cyprus","Males","Total","From 15 to 64 years","Active persons","Thousand",207400,"cy"
"788",2009,"Cyprus","Females","Total","From 15 to 64 years","Active persons","Thousand",185200,"cy"
"794",2009,"Latvia","Total","Total","From 15 to 64 years","Active persons","Thousand",1068700,"lv"
"800",2009,"Latvia","Males","Total","From 15 to 64 years","Active persons","Thousand",534600,"lv"
"806",2009,"Latvia","Females","Total","From 15 to 64 years","Active persons","Thousand",534100,"lv"
"812",2009,"Lithuania","Total","Total","From 15 to 64 years","Active persons","Thousand",1499600,"lt"
"818",2009,"Lithuania","Males","Total","From 15 to 64 years","Active persons","Thousand",745400,"lt"
"824",2009,"Lithuania","Females","Total","From 15 to 64 years","Active persons","Thousand",754200,"lt"
"830",2009,"Luxembourg","Total","Total","From 15 to 64 years","Active persons","Thousand",226500,"lu"
"836",2009,"Luxembourg","Males","Total","From 15 to 64 years","Active persons","Thousand",127900,"lu"
"842",2009,"Luxembourg","Females","Total","From 15 to 64 years","Active persons","Thousand",98600,"lu"
"848",2009,"Hungary","Total","Total","From 15 to 64 years","Active persons","Thousand",4134700,"hu"
"854",2009,"Hungary","Males","Total","From 15 to 64 years","Active persons","Thousand",2238400,"hu"
"860",2009,"Hungary","Females","Total","From 15 to 64 years","Active persons","Thousand",1896400,"hu"
"866",2009,"Malta","Total","Total","From 15 to 64 years","Active persons","Thousand",169700,"mt"
"872",2009,"Malta","Males","Total","From 15 to 64 years","Active persons","Thousand",111800,"mt"
"878",2009,"Malta","Females","Total","From 15 to 64 years","Active persons","Thousand",57900,"mt"
"884",2009,"Netherlands","Total","Total","From 15 to 64 years","Active persons","Thousand",8742200,"nl"
"890",2009,"Netherlands","Males","Total","From 15 to 64 years","Active persons","Thousand",4700300,"nl"
"896",2009,"Netherlands","Females","Total","From 15 to 64 years","Active persons","Thousand",4041900,"nl"
"902",2009,"Austria","Total","Total","From 15 to 64 years","Active persons","Thousand",4132000,"at"
"908",2009,"Austria","Males","Total","From 15 to 64 years","Active persons","Thousand",2210900,"at"
"914",2009,"Austria","Females","Total","From 15 to 64 years","Active persons","Thousand",1921100,"at"
"920",2009,"Poland","Total","Total","From 15 to 64 years","Active persons","Thousand",17038700,"pl"
"926",2009,"Poland","Males","Total","From 15 to 64 years","Active persons","Thousand",9310400,"pl"
"932",2009,"Poland","Females","Total","From 15 to 64 years","Active persons","Thousand",7728300,"pl"
"938",2009,"Portugal","Total","Total","From 15 to 64 years","Active persons","Thousand",5161200,"pt"
"944",2009,"Portugal","Males","Total","From 15 to 64 years","Active persons","Thousand",2688200,"pt"
"950",2009,"Portugal","Females","Total","From 15 to 64 years","Active persons","Thousand",2473000,"pt"
"956",2009,"Romania","Total","Total","From 15 to 64 years","Active persons","Thousand",9485200,"ro"
"962",2009,"Romania","Males","Total","From 15 to 64 years","Active persons","Thousand",5313100,"ro"
"968",2009,"Romania","Females","Total","From 15 to 64 years","Active persons","Thousand",4172100,"ro"
"974",2009,"Slovenia","Total","Total","From 15 to 64 years","Active persons","Thousand",1015800,"si"
"980",2009,"Slovenia","Males","Total","From 15 to 64 years","Active persons","Thousand",549500,"si"
"986",2009,"Slovenia","Females","Total","From 15 to 64 years","Active persons","Thousand",466300,"si"
"992",2009,"Slovakia","Total","Total","From 15 to 64 years","Active persons","Thousand",2679900,"sk"
"998",2009,"Slovakia","Males","Total","From 15 to 64 years","Active persons","Thousand",1490700,"sk"
"1004",2009,"Slovakia","Females","Total","From 15 to 64 years","Active persons","Thousand",1189200,"sk"
"1010",2009,"Finland","Total","Total","From 15 to 64 years","Active persons","Thousand",2644100,"fi"
"1016",2009,"Finland","Males","Total","From 15 to 64 years","Active persons","Thousand",1355200,"fi"
"1022",2009,"Finland","Females","Total","From 15 to 64 years","Active persons","Thousand",1289000,"fi"
"1028",2009,"Sweden","Total","Total","From 15 to 64 years","Active persons","Thousand",4798700,"se"
"1034",2009,"Sweden","Males","Total","From 15 to 64 years","Active persons","Thousand",2512900,"se"
"1040",2009,"Sweden","Females","Total","From 15 to 64 years","Active persons","Thousand",2285800,"se"
"1046",2009,"Iceland","Total","Total","From 15 to 64 years","Active persons","Thousand",172400,"is"
"1052",2009,"Iceland","Males","Total","From 15 to 64 years","Active persons","Thousand",91700,"is"
"1058",2009,"Iceland","Females","Total","From 15 to 64 years","Active persons","Thousand",80700,"is"
"1064",2009,"Norway","Total","Total","From 15 to 64 years","Active persons","Thousand",2516700,"no"
"1070",2009,"Norway","Males","Total","From 15 to 64 years","Active persons","Thousand",1320200,"no"
"1076",2009,"Norway","Females","Total","From 15 to 64 years","Active persons","Thousand",1196500,"no"
"1082",2009,"Switzerland","Total","Total","From 15 to 64 years","Active persons","Thousand",4322700,"ch"
"1088",2009,"Switzerland","Males","Total","From 15 to 64 years","Active persons","Thousand",2315700,"ch"
"1094",2009,"Switzerland","Females","Total","From 15 to 64 years","Active persons","Thousand",2007000,"ch"
"1100",2009,"Montenegro","Total","Total","From 15 to 64 years","Active persons","Thousand",0,"me"
"1106",2009,"Montenegro","Males","Total","From 15 to 64 years","Active persons","Thousand",0,"me"
"1112",2009,"Montenegro","Females","Total","From 15 to 64 years","Active persons","Thousand",0,"me"
"1118",2009,"Serbia","Total","Total","From 15 to 64 years","Active persons","Thousand",0,"rs"
"1124",2009,"Serbia","Males","Total","From 15 to 64 years","Active persons","Thousand",0,"rs"
"1130",2009,"Serbia","Females","Total","From 15 to 64 years","Active persons","Thousand",0,"rs"
"1136",2009,"Turkey","Total","Total","From 15 to 64 years","Active persons","Thousand",23744400,"tr"
"1142",2009,"Turkey","Males","Total","From 15 to 64 years","Active persons","Thousand",17192200,"tr"
"1148",2009,"Turkey","Females","Total","From 15 to 64 years","Active persons","Thousand",6552200,"tr"
"1154",2010,"Belgium","Total","Total","From 15 to 64 years","Active persons","Thousand",4856100,"be"
"1160",2010,"Belgium","Males","Total","From 15 to 64 years","Active persons","Thousand",2649300,"be"
"1166",2010,"Belgium","Females","Total","From 15 to 64 years","Active persons","Thousand",2206800,"be"
"1172",2010,"Bulgaria","Total","Total","From 15 to 64 years","Active persons","Thousand",3387400,"bg"
"1178",2010,"Bulgaria","Males","Total","From 15 to 64 years","Active persons","Thousand",1812400,"bg"
"1184",2010,"Bulgaria","Females","Total","From 15 to 64 years","Active persons","Thousand",1575000,"bg"
"1190",2010,"Czechia","Total","Total","From 15 to 64 years","Active persons","Thousand",5192100,"cz"
"1196",2010,"Czechia","Males","Total","From 15 to 64 years","Active persons","Thousand",2942900,"cz"
"1202",2010,"Czechia","Females","Total","From 15 to 64 years","Active persons","Thousand",2249200,"cz"
"1208",2010,"Denmark","Total","Total","From 15 to 64 years","Active persons","Thousand",2871800,"dk"
"1214",2010,"Denmark","Males","Total","From 15 to 64 years","Active persons","Thousand",1506600,"dk"
"1220",2010,"Denmark","Females","Total","From 15 to 64 years","Active persons","Thousand",1365100,"dk"
"1226",2010,"Estonia","Total","Total","From 15 to 64 years","Active persons","Thousand",661500,"ee"
"1232",2010,"Estonia","Males","Total","From 15 to 64 years","Active persons","Thousand",335300,"ee"
"1238",2010,"Estonia","Females","Total","From 15 to 64 years","Active persons","Thousand",326200,"ee"
"1244",2010,"Ireland","Total","Total","From 15 to 64 years","Active persons","Thousand",2205500,"ie"
"1250",2010,"Ireland","Males","Total","From 15 to 64 years","Active persons","Thousand",1210100,"ie"
"1256",2010,"Ireland","Females","Total","From 15 to 64 years","Active persons","Thousand",995400,"ie"
"1262",2010,"Greece","Total","Total","From 15 to 64 years","Active persons","Thousand",4944600,"gr"
"1268",2010,"Greece","Males","Total","From 15 to 64 years","Active persons","Thousand",2830900,"gr"
"1274",2010,"Greece","Females","Total","From 15 to 64 years","Active persons","Thousand",2113700,"gr"
"1280",2010,"Spain","Total","Total","From 15 to 64 years","Active persons","Thousand",23210000,"es"
"1286",2010,"Spain","Males","Total","From 15 to 64 years","Active persons","Thousand",12870200,"es"
"1292",2010,"Spain","Females","Total","From 15 to 64 years","Active persons","Thousand",10339700,"es"
"1298",2010,"France","Total","Total","From 15 to 64 years","Active persons","Thousand",28081900,"fr"
"1304",2010,"France","Males","Total","From 15 to 64 years","Active persons","Thousand",14712100,"fr"
"1310",2010,"France","Females","Total","From 15 to 64 years","Active persons","Thousand",13369800,"fr"
"1316",2010,"Croatia","Total","Total","From 15 to 64 years","Active persons","Thousand",1870800,"hr"
